TrackID,Predictor
200457_123878,0.0
200457_261346,1.0
200457_106185,1.0
200457_246114,0.0
200461_95709,0.0
200461_222309,1.0
200461_115314,0.0
200461_199132,0.0
200461_36048,0.0
200461_228775,0.0
200463_33163,1.0
200463_129403,0.0
200463_156523,0.0
200463_142462,0.0
200463_287377,1.0
200463_44290,1.0
200476_234355,0.0
200476_190213,0.0
200476_282297,1.0
200476_256995,0.0
200476_27068,1.0
200476_175201,1.0
200482_28381,0.0
200482_177636,0.0
200482_155798,0.0
200482_170625,0.0
200482_10062,0.0
200482_207001,0.0
200497_189128,0.0
200497_41473,1.0
200497_271384,0.0
200497_51867,1.0
200497_231141,0.0
200497_12106,1.0
200500_262534,1.0
200500_23824,0.0
200500_63433,0.0
200500_164591,1.0
200500_298,1.0
200500_237718,0.0
200506_103448,0.0
200506_264826,0.0
200506_108780,1.0
200506_45166,0.0
200506_288337,0.0
200506_261450,1.0
200537_196830,0.0
200537_218314,0.0
200537_137380,1.0
200537_101847,1.0
200537_63981,0.0
200537_111921,1.0
200561_22468,1.0
200561_188408,0.0
200561_81309,0.0
200561_232964,0.0
200561_107901,1.0
200561_104996,0.0
200563_54650,1.0
200563_32878,0.0
200563_288074,0.0
200563_190308,0.0
200563_281042,0.0
200563_154016,1.0
200596_171088,1.0
200596_156913,0.0
200596_57625,0.0
200596_27727,1.0
200596_95659,0.0
200596_219052,1.0
200607_25185,1.0
200607_140898,0.0
200607_57086,0.0
200607_270469,0.0
200607_51430,1.0
200607_105067,1.0
200611_5888,1.0
200611_194512,0.0
200611_57209,1.0
200611_7859,1.0
200611_50628,0.0
200611_264835,0.0
200625_5281,0.0
200625_168462,0.0
200625_239573,1.0
200625_263727,1.0
200625_77139,1.0
200625_264081,0.0
200637_169520,0.0
200637_87423,1.0
200637_8544,0.0
200637_226220,0.0
200637_204532,0.0
200637_249269,1.0
200662_289606,0.0
200662_5989,1.0
200662_195194,1.0
200662_230856,1.0
200662_19685,0.0
200662_189847,0.0
200664_34503,0.0
200664_109787,1.0
200664_233577,0.0
200664_65731,1.0
200664_117626,0.0
200664_179509,0.0
200669_107762,0.0
200669_286828,1.0
200669_35619,0.0
200669_176363,1.0
200669_171539,0.0
200669_286329,0.0
200701_228678,1.0
200701_146723,0.0
200701_119532,1.0
200701_182869,0.0
200701_101871,1.0
200701_5222,0.0
200760_251293,1.0
200760_16383,0.0
200760_218956,0.0
200760_77871,1.0
200760_257899,0.0
200760_263936,1.0
200762_237561,1.0
200762_98777,0.0
200762_187847,0.0
200762_244541,0.0
200762_271243,0.0
200762_289330,0.0
200763_200421,0.0
200763_8691,0.0
200763_3868,1.0
200763_272652,0.0
200763_36843,1.0
200763_252819,1.0
200786_168643,0.0
200786_102912,0.0
200786_219693,0.0
200786_231605,0.0
200786_281936,1.0
200786_169310,1.0
200788_81090,1.0
200788_243897,0.0
200788_13343,1.0
200788_144165,1.0
200788_52853,0.0
200788_226517,0.0
200790_71836,1.0
200790_197810,0.0
200790_46269,1.0
200790_197729,0.0
200790_221487,0.0
200790_262748,1.0
200793_137079,0.0
200793_221927,0.0
200793_175832,0.0
200793_167965,1.0
200793_174653,1.0
200793_250601,1.0
200795_153491,0.0
200795_133020,0.0
200795_267934,0.0
200795_231177,0.0
200795_277642,0.0
200795_175009,0.0
200820_97902,1.0
200820_43783,1.0
200820_185269,1.0
200820_255909,1.0
200820_277090,0.0
200820_125839,0.0
200829_156523,0.0
200829_34084,0.0
200829_248189,1.0
200829_9730,1.0
200829_224114,0.0
200829_142888,1.0
200850_45174,0.0
200850_267076,0.0
200850_171850,0.0
200850_188660,1.0
200850_220381,0.0
200850_175208,1.0
200917_169536,1.0
200917_198535,0.0
200917_148477,0.0
200917_137305,1.0
200917_21548,1.0
200917_288930,0.0
200948_21536,0.0
200948_14334,1.0
200948_115095,0.0
200948_3972,1.0
200948_186670,0.0
200948_247494,0.0
200962_145494,1.0
200962_78910,1.0
200962_263043,0.0
200962_192439,1.0
200962_4993,1.0
200962_179615,0.0
200977_129775,0.0
200977_197995,1.0
200977_33860,0.0
200977_253231,1.0
200977_137882,0.0
200977_37960,1.0
200980_83081,0.0
200980_127245,1.0
200980_65660,0.0
200980_208932,1.0
200980_152229,1.0
200980_27608,0.0
200983_54836,1.0
200983_94523,1.0
200983_23039,0.0
200983_64459,0.0
200983_116948,1.0
200983_244768,0.0
200999_129672,1.0
200999_106714,0.0
200999_206599,1.0
200999_124442,0.0
200999_290737,0.0
200999_185481,0.0
201008_274660,0.0
201008_236268,0.0
201008_291238,0.0
201008_171511,1.0
201008_279431,0.0
201008_197796,1.0
201013_290411,1.0
201013_1003,0.0
201013_209776,0.0
201013_180634,0.0
201013_150978,1.0
201013_203226,1.0
201065_55324,0.0
201065_25069,0.0
201065_224337,1.0
201065_247859,0.0
201065_135181,1.0
201065_247107,0.0
201070_185382,1.0
201070_117875,0.0
201070_13641,1.0
201070_114655,0.0
201070_218525,0.0
201070_236175,1.0
201102_237181,1.0
201102_80609,1.0
201102_176697,0.0
201102_129064,1.0
201102_18392,1.0
201102_203738,0.0
201121_250281,0.0
201121_194658,0.0
201121_143570,0.0
201121_231891,1.0
201121_278582,1.0
201121_222246,1.0
201153_2442,0.0
201153_82304,0.0
201153_241182,1.0
201153_267135,1.0
201153_194860,0.0
201153_220488,0.0
201157_10745,0.0
201157_133594,1.0
201157_238094,0.0
201157_207401,0.0
201157_260119,0.0
201157_281373,1.0
201164_82112,0.0
201164_90290,0.0
201164_74879,1.0
201164_71472,1.0
201164_226953,0.0
201164_16585,0.0
201179_233577,0.0
201179_96289,0.0
201179_234742,0.0
201179_65971,1.0
201179_211584,1.0
201179_274356,1.0
201183_245486,1.0
201183_144251,0.0
201183_232937,0.0
201183_263109,1.0
201183_137344,0.0
201183_12076,0.0
201218_52502,1.0
201218_62828,1.0
201218_137143,0.0
201218_121095,0.0
201218_240600,0.0
201218_92994,0.0
201238_38570,0.0
201238_181920,0.0
201238_191750,0.0
201238_102251,1.0
201238_275711,0.0
201238_177523,1.0
201247_133161,0.0
201247_17112,1.0
201247_72517,0.0
201247_46193,0.0
201247_234884,1.0
201247_120519,0.0
201248_12431,0.0
201248_212453,0.0
201248_131643,1.0
201248_185658,1.0
201248_71155,1.0
201248_73519,0.0
201254_108120,1.0
201254_184587,0.0
201254_88905,1.0
201254_92310,1.0
201254_126271,0.0
201254_238869,1.0
201266_138809,0.0
201266_110918,0.0
201266_19370,0.0
201266_176172,1.0
201266_150632,0.0
201266_102146,1.0
201279_215268,0.0
201279_277060,0.0
201279_177483,1.0
201279_122108,1.0
201279_280411,0.0
201279_63747,1.0
201298_162967,1.0
201298_183609,1.0
201298_292505,0.0
201298_135127,0.0
201298_3505,0.0
201298_38181,0.0
201299_164591,1.0
201299_98552,0.0
201299_279565,0.0
201299_100967,1.0
201299_127752,0.0
201299_284064,0.0
201314_65650,0.0
201314_12110,0.0
201314_250321,1.0
201314_238961,0.0
201314_290180,0.0
201314_93353,1.0
201329_134251,1.0
201329_119709,1.0
201329_281818,1.0
201329_58680,1.0
201329_112203,0.0
201329_228016,0.0
201339_51217,1.0
201339_25432,0.0
201339_20430,0.0
201339_29894,1.0
201339_248975,0.0
201339_144618,1.0
201365_196736,1.0
201365_145667,0.0
201365_38224,0.0
201365_110731,0.0
201365_178002,1.0
201365_74187,1.0
201371_288064,1.0
201371_22611,0.0
201371_86178,1.0
201371_246311,0.0
201371_156523,0.0
201371_160755,0.0
201379_285787,1.0
201379_57625,0.0
201379_292185,1.0
201379_137621,0.0
201379_200932,0.0
201379_248952,0.0
201450_32601,1.0
201450_288091,0.0
201450_57625,0.0
201450_243924,0.0
201450_279104,0.0
201450_27209,1.0
201469_224735,1.0
201469_262921,0.0
201469_77463,0.0
201469_287236,1.0
201469_212368,0.0
201469_288371,1.0
201479_260525,0.0
201479_90722,0.0
201479_126627,1.0
201479_182379,1.0
201479_213326,0.0
201479_68601,0.0
201503_216781,0.0
201503_17580,0.0
201503_32198,0.0
201503_162872,0.0
201503_160988,0.0
201503_3661,0.0
201508_261695,0.0
201508_268900,0.0
201508_46850,1.0
201508_204025,0.0
201508_289593,1.0
201508_96975,1.0
201514_74636,1.0
201514_276477,0.0
201514_136587,0.0
201514_224902,1.0
201514_78736,0.0
201514_263070,0.0
201534_158436,0.0
201534_50464,1.0
201534_13287,0.0
201534_10096,1.0
201534_76729,1.0
201534_102272,0.0
201535_278582,1.0
201535_228114,0.0
201535_85083,1.0
201535_126366,1.0
201535_205438,0.0
201535_41733,0.0
201538_144656,1.0
201538_63857,0.0
201538_14441,0.0
201538_119532,1.0
201538_39945,0.0
201538_87596,1.0
201549_70268,1.0
201549_23145,1.0
201549_262295,0.0
201549_1631,0.0
201549_103791,1.0
201549_236529,0.0
201553_263051,0.0
201553_26657,0.0
201553_48329,0.0
201553_13446,0.0
201553_252778,0.0
201553_83187,1.0
201562_250855,0.0
201562_232816,0.0
201562_147523,1.0
201562_106355,1.0
201562_42969,0.0
201562_109544,0.0
201583_175306,0.0
201583_134816,0.0
201583_285882,0.0
201583_156151,0.0
201583_281330,1.0
201583_76149,1.0
201585_226595,1.0
201585_5941,1.0
201585_208489,1.0
201585_215631,0.0
201585_136646,0.0
201585_57954,1.0
201595_125958,0.0
201595_72740,0.0
201595_159787,0.0
201595_70637,0.0
201595_248709,1.0
201595_191282,1.0
201608_273747,0.0
201608_23998,1.0
201608_94753,1.0
201608_65,1.0
201608_281750,1.0
201608_275872,0.0
201617_207294,1.0
201617_236674,1.0
201617_91475,1.0
201617_271416,0.0
201617_162881,0.0
201617_249357,1.0
201620_272491,0.0
201620_291985,1.0
201620_237669,1.0
201620_23822,0.0
201620_289791,0.0
201620_113475,1.0
201623_126692,1.0
201623_148681,0.0
201623_156743,1.0
201623_189214,0.0
201623_52063,1.0
201623_97936,0.0
201649_109667,1.0
201649_21365,0.0
201649_65116,0.0
201649_210491,0.0
201649_110407,1.0
201649_47394,1.0
201685_185342,1.0
201685_20230,0.0
201685_84668,0.0
201685_91815,0.0
201685_111913,0.0
201685_158391,1.0
201692_20101,1.0
201692_23671,0.0
201692_92196,0.0
201692_1754,0.0
201692_144241,1.0
201692_64058,0.0
201698_155158,0.0
201698_184843,1.0
201698_201219,1.0
201698_281330,0.0
201698_72220,0.0
201698_168443,0.0
201703_158581,0.0
201703_47995,0.0
201703_279325,1.0
201703_73737,0.0
201703_203325,1.0
201703_44383,1.0
201720_218676,1.0
201720_205167,0.0
201720_108780,1.0
201720_279597,0.0
201720_102978,0.0
201720_55412,1.0
201734_271351,1.0
201734_243020,1.0
201734_237564,0.0
201734_286184,0.0
201734_199905,0.0
201734_150072,0.0
201786_102853,1.0
201786_214151,1.0
201786_152839,1.0
201786_164177,0.0
201786_291109,0.0
201786_276467,0.0
201790_261024,0.0
201790_76149,1.0
201790_119027,1.0
201790_153067,0.0
201790_199558,0.0
201790_62620,1.0
201796_292483,0.0
201796_17886,0.0
201796_194426,1.0
201796_36272,1.0
201796_295600,1.0
201796_217557,0.0
201809_105026,0.0
201809_269551,0.0
201809_241244,0.0
201809_146361,1.0
201809_154706,1.0
201809_246219,1.0
201823_205370,1.0
201823_27420,1.0
201823_116055,0.0
201823_63340,0.0
201823_200429,0.0
201823_168107,1.0
201842_63855,0.0
201842_108488,1.0
201842_52572,0.0
201842_258419,1.0
201842_224297,0.0
201842_198136,1.0
201855_50721,1.0
201855_158554,0.0
201855_81939,0.0
201855_197963,0.0
201855_175059,1.0
201855_53140,0.0
201866_191597,0.0
201866_273738,0.0
201866_156114,1.0
201866_221248,0.0
201866_150962,0.0
201866_178448,1.0
201876_226946,1.0
201876_99629,1.0
201876_165136,0.0
201876_241471,0.0
201876_122233,0.0
201876_287471,1.0
201900_14389,1.0
201900_30877,0.0
201900_70709,0.0
201900_120734,0.0
201900_262434,0.0
201900_267434,0.0
201902_237718,1.0
201902_71510,0.0
201902_10916,0.0
201902_139745,1.0
201902_31765,1.0
201902_254251,0.0
201903_7037,1.0
201903_222875,0.0
201903_28191,1.0
201903_209377,0.0
201903_84461,0.0
201903_157600,1.0
201907_160293,0.0
201907_241966,1.0
201907_98681,1.0
201907_122707,0.0
201907_222786,0.0
201907_66359,1.0
201913_92278,1.0
201913_4101,0.0
201913_68198,1.0
201913_10843,1.0
201913_66359,0.0
201913_225054,0.0
201916_249320,0.0
201916_101190,1.0
201916_66859,0.0
201916_19518,0.0
201916_263852,1.0
201916_197919,0.0
201928_274493,0.0
201928_115808,0.0
201928_41814,0.0
201928_2964,0.0
201928_246663,1.0
201928_249870,1.0
201932_247218,0.0
201932_132608,0.0
201932_95345,0.0
201932_92545,0.0
201932_61926,0.0
201932_161640,1.0
201933_287341,0.0
201933_76162,1.0
201933_175208,1.0
201933_171353,0.0
201933_205664,1.0
201933_292605,1.0
201950_124309,1.0
201950_246583,1.0
201950_49793,0.0
201950_92292,0.0
201950_247218,0.0
201950_25778,1.0
201985_94381,1.0
201985_247095,0.0
201985_98509,0.0
201985_123323,1.0
201985_250167,0.0
201985_162435,0.0
202015_76484,1.0
202015_17184,0.0
202015_83774,1.0
202015_25469,0.0
202015_263051,1.0
202015_153688,1.0
202024_238705,1.0
202024_177642,1.0
202024_65474,0.0
202024_45150,0.0
202024_67669,1.0
202024_47677,0.0
202063_80141,1.0
202063_76577,0.0
202063_204267,1.0
202063_63244,0.0
202063_187771,0.0
202063_255048,1.0
202084_192439,1.0
202084_85490,0.0
202084_206733,1.0
202084_3324,0.0
202084_258981,1.0
202084_40241,0.0
202096_153316,0.0
202096_228499,0.0
202096_207604,0.0
202096_19157,1.0
202096_94632,1.0
202096_222720,0.0
202104_154437,0.0
202104_72878,1.0
202104_196720,0.0
202104_217994,0.0
202104_207889,1.0
202104_152774,1.0
202121_151924,0.0
202121_68362,0.0
202121_8477,0.0
202121_69797,1.0
202121_174660,1.0
202121_33195,0.0
202136_71402,0.0
202136_219030,0.0
202136_107922,1.0
202136_161398,1.0
202136_38122,0.0
202136_165708,1.0
202144_36577,0.0
202144_99494,0.0
202144_210062,1.0
202144_272374,1.0
202144_140236,0.0
202144_175481,1.0
202149_145790,0.0
202149_246127,0.0
202149_196957,1.0
202149_30318,1.0
202149_216902,0.0
202149_252711,0.0
202169_273535,0.0
202169_124109,1.0
202169_61277,1.0
202169_165376,1.0
202169_29020,0.0
202169_176640,0.0
202175_4319,1.0
202175_183872,1.0
202175_6173,1.0
202175_267076,0.0
202175_10259,0.0
202175_50051,0.0
202179_37154,0.0
202179_190099,0.0
202179_186068,1.0
202179_9823,1.0
202179_90229,0.0
202179_198803,0.0
202187_212609,1.0
202187_137991,1.0
202187_192183,0.0
202187_294806,0.0
202187_129684,1.0
202187_145601,0.0
202213_218523,1.0
202213_10019,0.0
202213_198197,1.0
202213_193475,0.0
202213_63665,1.0
202213_116603,1.0
202221_36398,1.0
202221_1151,0.0
202221_155515,0.0
202221_97024,1.0
202221_233437,1.0
202221_288948,0.0
202239_94632,0.0
202239_193985,1.0
202239_239014,0.0
202239_257748,0.0
202239_247019,1.0
202239_70637,1.0
202257_275809,0.0
202257_78910,1.0
202257_10852,0.0
202257_204791,1.0
202257_20066,0.0
202257_57715,1.0
202277_107331,1.0
202277_178146,1.0
202277_45234,0.0
202277_181650,1.0
202277_80256,0.0
202277_161474,0.0
202284_125702,1.0
202284_193382,0.0
202284_293408,0.0
202284_53925,0.0
202284_136610,0.0
202284_237564,1.0
202285_257990,0.0
202285_225414,1.0
202285_51665,0.0
202285_228745,1.0
202285_228535,1.0
202285_53446,0.0
202298_107168,1.0
202298_292863,0.0
202298_226836,0.0
202298_49153,1.0
202298_1754,0.0
202298_30845,1.0
202303_31936,1.0
202303_226904,0.0
202303_281406,0.0
202303_272201,0.0
202303_116596,1.0
202303_156782,0.0
202324_105306,0.0
202324_176099,1.0
202324_188545,1.0
202324_144492,1.0
202324_268638,0.0
202324_238638,0.0
202330_246137,0.0
202330_292700,0.0
202330_23459,0.0
202330_216497,0.0
202330_219890,0.0
202330_95383,0.0
202334_138310,1.0
202334_174574,0.0
202334_166837,0.0
202334_284033,0.0
202334_6682,0.0
202334_279014,0.0
202341_130547,0.0
202341_98509,1.0
202341_239040,0.0
202341_176126,0.0
202341_21275,1.0
202341_61344,0.0
202348_91475,1.0
202348_63439,0.0
202348_251269,1.0
202348_243738,0.0
202348_149101,1.0
202348_266391,1.0
202355_156112,0.0
202355_14306,0.0
202355_278861,0.0
202355_134160,1.0
202355_166193,1.0
202355_169566,0.0
202369_204836,1.0
202369_262854,1.0
202369_239089,1.0
202369_3916,0.0
202369_114459,0.0
202369_133679,0.0
202382_83891,0.0
202382_26085,1.0
202382_235721,0.0
202382_206902,1.0
202382_101868,1.0
202382_205767,0.0
202402_271163,0.0
202402_90935,1.0
202402_59838,0.0
202402_52572,1.0
202402_54636,0.0
202402_288322,1.0
202409_104996,0.0
202409_9679,0.0
202409_150120,1.0
202409_142499,0.0
202409_92310,0.0
202409_102452,1.0
202423_245415,0.0
202423_109487,0.0
202423_256392,0.0
202423_109503,0.0
202423_193857,0.0
202423_255365,1.0
202457_237211,1.0
202457_222938,0.0
202457_264582,0.0
202457_209776,0.0
202457_66943,1.0
202457_3222,1.0
202473_118127,0.0
202473_17254,0.0
202473_152475,1.0
202473_247824,0.0
202473_72334,1.0
202473_277883,0.0
202504_115178,0.0
202504_261695,1.0
202504_188781,1.0
202504_61054,1.0
202504_90184,0.0
202504_231063,0.0
202505_126448,1.0
202505_152716,0.0
202505_116603,1.0
202505_137485,1.0
202505_156318,0.0
202505_94007,0.0
202522_242681,0.0
202522_22070,0.0
202522_163189,1.0
202522_257260,1.0
202522_160180,1.0
202522_131109,0.0
202526_247573,1.0
202526_269011,1.0
202526_242300,0.0
202526_204992,1.0
202526_165644,1.0
202526_157639,0.0
202531_227472,0.0
202531_172744,0.0
202531_213105,0.0
202531_281580,0.0
202531_76302,1.0
202531_43564,1.0
202544_141456,0.0
202544_246874,0.0
202544_179954,0.0
202544_11446,1.0
202544_286863,0.0
202544_137301,1.0
202545_176515,0.0
202545_175319,0.0
202545_283762,1.0
202545_282075,0.0
202545_161539,0.0
202545_259105,0.0
202555_5207,1.0
202555_213865,1.0
202555_294419,0.0
202555_91432,0.0
202555_222763,0.0
202555_225510,0.0
202565_72281,0.0
202565_235658,0.0
202565_280605,1.0
202565_197026,0.0
202565_294724,0.0
202565_224222,0.0
202570_201417,0.0
202570_31440,0.0
202570_32442,0.0
202570_249975,0.0
202570_234177,1.0
202570_292311,0.0
202572_287137,0.0
202572_267971,0.0
202572_164753,1.0
202572_244223,1.0
202572_29426,1.0
202572_281141,0.0
202574_269244,0.0
202574_24547,1.0
202574_16603,1.0
202574_41510,0.0
202574_268900,0.0
202574_71455,0.0
202575_5389,1.0
202575_242243,1.0
202575_13563,0.0
202575_286017,0.0
202575_104207,0.0
202575_136245,0.0
202581_166,1.0
202581_54974,0.0
202581_293775,0.0
202581_106448,0.0
202581_206582,0.0
202581_64642,1.0
202609_14260,0.0
202609_288029,1.0
202609_172022,1.0
202609_157155,0.0
202609_210740,1.0
202609_239473,0.0
202616_45474,0.0
202616_137251,0.0
202616_106446,0.0
202616_58141,0.0
202616_91021,0.0
202616_267798,0.0
202623_225505,0.0
202623_163853,0.0
202623_38168,0.0
202623_150748,0.0
202623_224337,0.0
202623_169517,0.0
202660_288063,1.0
202660_240,0.0
202660_160169,1.0
202660_155369,1.0
202660_49604,0.0
202660_47543,0.0
202667_99448,0.0
202667_271003,1.0
202667_233617,1.0
202667_85034,0.0
202667_270469,0.0
202667_134481,1.0
202706_133339,0.0
202706_96976,1.0
202706_21593,1.0
202706_242425,1.0
202706_68739,0.0
202706_56525,0.0
202717_96378,1.0
202717_66683,0.0
202717_104207,1.0
202717_235507,1.0
202717_34084,1.0
202717_245658,0.0
202727_5844,1.0
202727_77048,1.0
202727_3380,0.0
202727_63625,1.0
202727_290142,0.0
202727_142865,0.0
202742_54263,1.0
202742_236939,0.0
202742_85718,1.0
202742_56869,0.0
202742_175202,0.0
202742_147802,1.0
202744_98681,1.0
202744_259354,1.0
202744_218879,0.0
202744_66790,1.0
202744_160012,1.0
202744_264575,0.0
202758_207739,1.0
202758_199979,1.0
202758_7990,0.0
202758_16093,0.0
202758_93808,0.0
202758_266667,0.0
202773_88977,0.0
202773_271794,1.0
202773_73312,0.0
202773_72875,1.0
202773_139440,1.0
202773_267297,0.0
202777_7114,0.0
202777_44704,0.0
202777_229415,0.0
202777_229707,1.0
202777_120535,0.0
202777_53151,1.0
202805_266260,1.0
202805_250913,1.0
202805_107959,0.0
202805_260732,0.0
202805_269196,0.0
202805_163222,0.0
202808_42375,0.0
202808_116327,0.0
202808_26677,0.0
202808_87791,0.0
202808_91663,0.0
202808_89740,1.0
202815_73625,0.0
202815_108235,1.0
202815_185650,0.0
202815_269273,0.0
202815_216047,0.0
202815_75587,0.0
202840_120563,0.0
202840_119427,0.0
202840_2935,1.0
202840_229035,0.0
202840_82599,1.0
202840_18863,1.0
202846_170175,0.0
202846_41759,0.0
202846_217483,1.0
202846_43110,1.0
202846_15641,0.0
202846_4279,1.0
202855_165847,1.0
202855_73312,0.0
202855_275559,1.0
202855_20248,0.0
202855_237211,0.0
202855_35555,1.0
202865_52105,1.0
202865_244869,0.0
202865_31174,0.0
202865_117043,0.0
202865_56076,1.0
202865_223032,0.0
202877_122258,1.0
202877_84772,1.0
202877_174217,0.0
202877_293855,0.0
202877_97306,1.0
202877_6695,0.0
202891_112870,1.0
202891_191156,1.0
202891_26734,0.0
202891_43329,1.0
202891_144535,0.0
202891_269101,0.0
202897_109352,1.0
202897_60899,0.0
202897_105828,0.0
202897_258824,1.0
202897_97426,1.0
202897_34803,1.0
202914_164591,1.0
202914_219751,0.0
202914_123677,1.0
202914_17790,0.0
202914_243710,0.0
202914_52617,0.0
202942_292171,1.0
202942_85594,0.0
202942_263249,0.0
202942_203860,1.0
202942_121386,0.0
202942_191631,0.0
202971_257260,0.0
202971_120734,0.0
202971_224515,0.0
202971_148365,0.0
202971_193216,0.0
202971_113233,0.0
202991_108810,1.0
202991_166601,0.0
202991_206155,0.0
202991_66464,1.0
202991_71454,0.0
202991_35201,1.0
203003_268114,1.0
203003_199957,1.0
203003_219780,0.0
203003_74296,0.0
203003_153805,1.0
203003_2946,0.0
203018_226836,0.0
203018_77834,0.0
203018_21072,0.0
203018_259170,0.0
203018_217614,0.0
203018_57391,0.0
203040_232084,0.0
203040_204457,0.0
203040_81283,1.0
203040_163568,0.0
203040_64394,1.0
203040_220246,0.0
203054_110830,1.0
203054_185796,1.0
203054_187994,0.0
203054_8051,0.0
203054_252250,1.0
203054_214191,1.0
203081_23124,0.0
203081_99187,0.0
203081_85881,1.0
203081_263220,0.0
203081_61244,1.0
203081_174271,0.0
203089_250753,1.0
203089_147450,0.0
203089_62423,0.0
203089_85021,0.0
203089_78380,0.0
203089_120603,1.0
203105_276665,0.0
203105_7698,1.0
203105_295703,0.0
203105_157882,0.0
203105_92983,1.0
203105_224585,0.0
