userId,trackId,track_rating,album_rating,artist_rating,num_genres,predictor
206250,76477,81,81,87,15,1
206582,85690,48,48,46,16,1
206582,213761,49,46,51,13,0
206820,194256,50,49,60,15,0
206855,155158,52,55,63,15,1
208350,33233,77,58,64,18,1
208748,119229,63,63,63,17,1
208860,113072,58,47,54,19,1
208987,226798,6,3,180,19,0
209243,102112,79,89,87,15,1
209374,85845,34,83,46,17,0
209507,213072,90,97,91,18,1
209696,134158,102,0,0,17,0
209828,187583,108,98,81,17,1
210377,182452,62,67,57,19,0
210473,67660,82,90,80,20,1
210622,271224,61,54,81,18,0
211128,268779,15,15,15,19,0
211246,278854,69,76,64,17,0
211319,234056,131,119,100,20,0
211500,261268,94,93,82,19,0
211513,166592,93,83,83,15,1
211581,290233,66,56,61,19,1
212097,122933,63,64,68,16,1
200032,64167,71,90,93,19,1
200359,37605,85,76,74,20,1
200999,290737,10,10,14,20,0
201913,66359,78,71,71,19,0
202084,258981,4,36,0,20,1
202179,9823,115,110,100,18,1
202334,174574,55,46,62,12,0
203178,248440,58,52,59,19,1
203178,253992,52,52,52,12,0
203215,107223,59,59,41,18,1
204711,95726,102,90,73,16,0
205954,20747,92,94,88,15,0
205954,24242,47,83,84,19,0
206093,270515,52,35,44,11,0
206501,101044,105,88,62,18,0
207093,63737,84,88,80,12,1
207864,141474,0,19,20,20,0
208688,196755,62,67,73,17,1
209007,166108,101,81,66,17,1
209251,207401,54,48,51,18,1
209335,76492,0,0,0,19,1
210096,205603,88,74,68,17,1
210670,149657,107,58,58,20,0
211285,47618,61,74,87,19,0
211984,144325,30,24,27,18,0
211999,213865,51,47,45,16,1
212055,10525,141,118,83,17,0
200637,8544,90,78,70,18,1
201907,66359,84,81,82,19,1
202284,125702,70,67,59,17,1
202891,191156,19,28,24,19,1
203181,255065,63,60,63,16,0
203267,12628,59,55,54,19,0
203304,283265,70,86,81,16,1
203796,88839,80,77,72,16,1
204078,31300,55,66,61,15,1
204161,29784,28,89,78,20,1
204372,139312,43,39,36,18,0
204551,268462,68,65,58,14,1
204744,48386,74,80,84,18,0
205249,20124,80,76,65,20,1
205436,17927,82,89,62,19,1
205768,38990,83,71,71,15,1
206010,13796,49,55,52,15,0
206151,212159,90,103,84,20,1
206264,56665,70,94,78,19,0
207084,104676,67,62,59,18,1
207231,226201,92,83,73,19,1
207438,205018,64,75,78,17,1
207499,277645,52,36,33,18,0
207698,138863,79,82,80,11,1
208246,281373,62,69,68,16,0
208362,150155,20,19,15,20,0
208858,190453,10,42,39,16,1
208867,155463,79,75,77,17,1
208925,166959,23,37,29,13,0
209884,122233,73,68,61,19,0
210315,232298,38,41,52,20,1
210407,163189,37,53,54,15,1
210925,264558,58,61,65,16,1
210974,237552,0,11,23,19,0
200118,243335,55,53,54,20,0
200637,204532,17,16,29,20,0
202024,67669,61,44,40,16,0
202334,138310,86,75,72,16,1
202581,106448,6,49,53,14,0
203181,34663,96,54,56,20,0
204415,80588,41,22,32,20,0
205043,142310,28,0,0,19,1
205246,232467,57,57,67,14,1
205283,24822,42,50,33,19,0
205522,94706,29,15,0,15,0
205965,189909,49,50,40,16,0
206264,230898,61,69,69,17,1
206497,121354,72,70,66,20,1
206501,150748,52,0,0,15,0
207227,84196,67,78,67,19,0
207231,258801,87,66,69,20,0
207393,30466,72,87,86,17,1
207895,268019,93,94,91,13,1
208041,46756,54,45,52,17,0
208270,140802,68,79,66,18,0
208282,263712,80,91,91,17,1
209314,5345,65,57,60,16,1
209649,195739,67,66,84,19,1
210639,15823,67,49,43,18,0
210974,271459,56,44,0,21,1
211172,110789,68,69,66,20,1
211223,111718,59,67,65,17,0
200193,154493,94,89,84,15,1
201248,212453,17,3,6,19,0
201299,98552,71,56,70,18,0
202096,94632,94,96,89,15,1
202423,256392,43,29,14,14,0
203566,128649,83,0,0,6,0
203579,117529,80,71,79,18,0
204341,120563,76,79,76,12,1
204711,163281,69,56,79,13,0
205099,32210,166,61,69,17,0
205283,208135,76,77,37,16,1
205505,62865,82,47,35,21,0
205858,226489,132,66,91,20,0
205877,122187,6,16,8,20,0
207010,267804,64,92,94,19,1
207092,55613,35,58,63,19,1
207458,125284,44,32,31,20,0
207784,146393,131,175,75,19,1
207826,127903,51,56,68,19,0
208152,120535,48,40,42,16,1
208925,186913,59,56,52,6,1
210234,25040,20,26,12,19,1
210987,281533,11,13,23,19,0
211246,217557,66,68,61,13,1
211319,74622,72,71,81,16,1
200364,261910,72,75,76,19,1
200413,139505,52,95,74,19,0
200948,14334,100,86,86,18,1
200983,244768,53,56,48,14,0
201479,90722,23,15,11,12,0
202144,140236,95,75,98,19,0
203089,62423,75,68,72,15,0
203589,279927,95,92,87,18,1
204230,292863,46,41,40,18,0
205195,208301,0,0,0,19,1
205277,262538,62,0,0,20,0
205440,274830,69,62,67,19,0
205548,224515,94,87,88,16,1
206199,284946,91,86,79,20,0
206638,225319,100,117,115,18,0
207806,295703,47,39,43,17,1
207903,203839,29,22,19,19,1
208652,12127,21,18,4,18,0
208948,26129,60,34,35,19,0
209213,165847,78,72,71,19,1
209248,92682,9,41,39,20,1
210667,38570,50,38,45,17,1
211815,145503,69,54,68,19,1
212164,221294,89,79,78,19,1
200032,18681,82,90,89,16,1
200070,124239,43,59,61,19,0
200463,142462,45,46,43,19,0
200563,32878,93,79,71,19,0
200762,244541,40,36,35,17,0
201450,288091,73,74,79,14,0
201535,41733,94,89,85,13,0
201585,136646,73,0,0,18,0
202084,3324,25,38,37,18,0
202574,41510,75,77,71,18,0
203150,140066,89,112,105,20,0
203406,93699,41,41,41,19,0
204126,277867,84,87,81,16,1
204167,218715,76,67,57,18,1
204223,276418,59,45,36,20,1
204394,85596,52,50,50,18,1
204413,90839,63,83,78,20,1
205245,206807,54,0,0,21,0
205568,185815,48,51,49,17,0
206390,119532,71,71,56,17,0
207109,116076,50,61,48,19,1
207703,236375,64,45,44,17,0
208230,88231,65,67,65,17,1
209696,44033,120,115,94,18,1
210748,60333,38,63,61,20,0
211735,31317,76,84,98,20,1
200442,253306,57,68,57,17,1
200762,237561,35,31,36,13,1
202504,115178,18,100,90,18,0
202544,246874,29,21,18,18,1
203081,174271,71,82,62,17,0
203338,244691,40,20,33,19,0
203398,234906,85,93,91,14,1
203579,19236,75,86,88,17,1
203860,102769,71,52,67,20,0
204436,114730,101,96,92,17,1
204455,113588,101,104,97,17,1
204756,287096,105,102,72,18,1
204886,177510,72,60,58,18,1
205761,152587,57,67,57,18,1
205761,267997,12,81,33,18,0
205858,46063,63,64,65,16,1
206010,213584,75,82,74,18,1
206153,244850,75,70,70,14,1
206768,90031,80,82,70,18,1
206917,171901,57,52,50,17,0
207176,52121,46,59,42,12,0
207220,208449,61,51,53,20,0
208011,182181,55,57,54,15,1
209696,212113,90,100,94,18,1
209946,186039,22,6,8,18,0
210357,10751,97,76,56,19,0
211630,23674,67,37,22,18,1
200419,143033,45,44,48,17,0
202221,1151,33,95,39,15,0
202298,1754,43,46,38,19,0
203671,108776,9,0,0,21,1
204073,2571,61,0,0,19,0
204426,166860,34,10,13,16,0
204497,133194,16,42,45,15,0
204749,2872,44,13,23,19,0
205858,158358,58,56,57,18,1
207100,134155,71,68,57,17,0
207742,14355,71,76,74,20,0
207845,262471,53,0,0,21,1
207938,64958,83,70,63,19,1
207938,271243,58,43,54,20,0
208230,107420,89,82,0,17,0
208302,274333,93,81,74,20,1
208404,246194,7,59,72,18,0
208690,186399,36,40,39,16,0
209420,195857,58,59,55,17,1
210206,177523,76,66,67,18,1
210621,269227,83,88,80,13,0
211285,21868,66,69,79,19,1
211285,218523,72,68,71,20,0
211544,203074,71,81,79,16,1
211735,103802,128,84,98,20,1
200607,140898,50,44,40,20,0
201008,197796,60,67,53,17,1
202570,201417,94,71,28,19,0
202609,239473,39,41,30,16,0
203392,87802,29,49,67,17,0
205207,31317,75,72,79,20,1
206622,200385,85,100,91,17,1
206917,87193,73,66,58,19,0
206978,34824,95,106,103,18,1
207077,147973,70,77,73,19,0
208028,294598,0,83,50,20,0
208046,282050,39,41,48,20,1
208280,80075,88,96,91,19,1
208404,242555,18,22,27,15,0
208825,236855,95,80,79,18,1
208835,227711,90,90,93,17,1
208921,288404,85,93,89,15,1
209393,132289,73,74,67,19,1
209610,54135,10,35,18,20,0
210746,163081,72,0,0,16,1
210966,267766,48,38,0,21,0
211194,194803,76,62,53,17,1
211314,293108,67,62,64,16,1
211377,289170,42,31,22,16,0
211528,164363,147,96,75,13,1
211537,6512,80,74,69,19,1
211984,114465,28,21,21,16,0
212168,119355,59,0,0,18,0
200031,30877,64,48,47,15,1
200074,142078,38,38,0,20,0
200099,159970,67,75,37,20,1
200124,78157,16,18,18,18,0
200625,168462,70,68,66,18,0
201183,12076,47,59,69,16,0
202942,292171,106,86,60,20,1
203160,239189,64,74,88,20,1
203224,66318,14,19,24,18,0
203735,53839,68,74,79,18,1
203742,259824,98,92,87,17,1
204073,241981,77,76,61,16,0
204112,15573,46,47,41,17,0
204841,102449,54,48,44,18,1
205291,234432,83,83,86,17,0
205377,262649,93,79,66,19,1
206068,152941,91,107,97,17,0
206127,227713,72,63,55,18,0
206297,249446,95,75,54,17,1
207147,20010,116,109,107,20,0
207374,144693,82,88,0,17,0
208282,56407,97,0,0,17,1
208427,100196,64,0,0,17,1
208697,166101,28,21,27,18,1
208835,56640,65,90,95,19,0
209293,138219,91,88,76,17,1
209562,220503,16,0,0,19,1
210474,290923,164,156,87,19,0
210667,215321,48,0,0,21,0
211412,70268,89,85,62,13,0
212102,209306,95,79,80,20,1
212120,181408,61,36,35,18,0
200369,270426,211,132,0,19,0
201479,126627,31,65,54,20,1
201508,204025,53,65,49,19,0
201698,168443,65,0,0,20,0
201855,50721,59,60,51,12,1
202991,66464,39,39,35,18,1
203188,165504,69,77,71,20,0
203497,29745,69,63,59,18,1
203735,128370,124,122,100,16,0
204011,191995,46,41,45,18,1
204489,287338,73,63,59,19,1
205001,245888,59,55,77,18,1
205694,249815,68,0,0,18,1
207220,130436,77,56,43,17,1
208213,252711,68,81,68,19,1
209284,75431,85,50,54,19,1
209323,103055,43,39,37,18,1
209946,72035,26,16,13,19,1
210688,241265,45,34,35,16,0
210762,86038,89,82,87,19,0
210762,261660,101,82,88,18,1
210821,261910,4,4,4,19,0
211321,266168,42,87,85,17,1
212011,231282,50,34,43,16,0
200413,291958,61,62,50,18,1
201503,32198,58,44,32,19,1
201786,214151,65,70,40,16,1
202303,226904,8,8,11,20,0
202531,213105,50,50,52,20,1
202616,106446,19,76,73,17,1
202914,123677,84,71,76,16,1
202914,219751,66,58,70,17,0
203040,81283,27,23,20,20,1
203341,118170,68,67,59,17,0
203403,265399,127,0,0,18,0
203658,47896,78,61,106,20,0
203848,185828,62,56,64,19,0
204167,229555,88,85,78,20,1
204224,295625,0,0,0,20,0
204768,169786,64,65,0,17,1
205246,120246,80,78,75,14,1
205436,165847,20,26,15,19,1
205755,262471,66,0,0,21,1
206954,279759,35,23,26,18,1
207093,63659,138,118,97,20,0
207469,144228,26,31,36,20,0
207727,191790,39,59,50,18,0
208707,184275,61,47,51,18,0
209393,273056,79,0,0,18,1
209420,154999,81,87,65,19,0
210474,170625,55,54,60,15,0
210534,279344,37,76,78,17,0
210743,57777,87,88,78,13,0
211817,76321,76,77,69,19,0
200948,247494,96,78,74,19,0
201266,110918,53,36,40,17,1
201450,279104,90,0,0,20,0
202084,40241,27,0,0,18,0
202914,52617,73,0,0,11,1
203347,245477,73,72,79,18,0
204142,150772,63,67,59,15,0
204275,13287,15,20,20,18,1
204455,121646,118,97,90,20,0
204756,124632,95,79,74,19,0
204841,264505,69,37,28,18,0
206297,277827,41,40,46,20,0
206313,123749,57,64,60,17,0
206324,253486,82,80,77,16,0
207109,107731,47,29,46,17,0
207185,112581,91,82,77,19,0
207510,180696,55,66,43,17,0
209993,99329,100,102,79,15,0
210132,176916,34,35,36,17,0
210474,71455,61,0,0,12,1
211037,221000,44,45,44,19,0
211549,73043,87,95,76,17,1
211826,59887,117,73,79,18,0
212011,16374,64,42,47,13,0
212104,217557,38,31,33,13,0
200400,281571,56,75,158,20,0
200607,105067,64,58,62,18,1
201469,287236,40,48,50,20,1
201907,222786,96,0,0,17,0
202298,30845,64,51,59,18,1
203240,157175,59,51,44,18,1
203390,197897,26,22,25,15,1
203588,252612,41,47,44,19,0
204097,275482,70,75,71,17,1
204223,106094,37,33,32,16,0
204665,261070,43,43,45,20,1
205657,8605,55,59,50,14,0
205802,152151,83,65,73,15,1
206093,166554,65,69,56,14,0
207623,212592,105,122,103,17,0
208230,183310,72,67,64,19,1
208697,179964,31,16,21,19,1
209053,225363,22,18,15,19,0
209179,119064,53,50,45,20,1
210140,275854,27,31,70,20,0
210661,121135,121,106,91,19,1
210872,45786,79,86,88,19,1
211630,142696,60,54,48,12,0
212055,99100,75,130,128,19,0
212213,99448,76,69,0,14,1
200336,177982,10,8,8,16,0
200948,115095,94,94,84,19,0
201583,281330,83,76,73,19,1
202330,292700,79,0,0,19,1
202355,278861,55,52,73,18,0
203054,187994,24,0,0,19,0
203161,236122,77,74,74,20,0
204142,189307,76,0,0,19,1
204285,293376,0,0,0,18,0
204489,177267,74,67,63,15,1
205440,4663,74,91,80,17,1
205926,27740,54,77,83,20,0
206153,293310,55,70,66,16,0
206264,210990,66,0,0,17,0
206270,157111,135,110,74,19,1
206628,129742,87,78,78,20,0
206924,176242,39,34,36,16,0
207486,136909,78,59,58,20,1
207538,137908,41,100,73,16,0
207860,1811,50,80,0,17,1
208009,284909,26,17,18,15,0
208182,118738,66,63,56,18,1
208921,159847,15,0,0,15,0
209409,46756,82,68,75,17,0
209645,117434,6,56,18,12,1
209839,13365,73,70,70,20,0
210357,214851,79,77,76,12,1
210408,28762,114,122,77,18,1
211085,295907,86,89,0,17,1
211657,137370,104,106,89,17,0
211884,145482,64,102,93,18,0
211901,111748,73,80,74,19,1
211938,127884,43,0,0,17,0
211938,194209,72,70,62,19,1
200055,52198,63,66,54,20,1
200279,109024,75,75,74,12,0
200829,142888,93,49,50,19,1
201070,218525,31,0,0,19,1
201562,250855,49,0,0,19,0
201649,110407,45,61,48,20,1
202015,17184,44,40,38,17,0
202348,251269,61,77,73,17,1
203264,287718,67,0,0,16,1
203341,276616,71,85,79,19,1
203388,152478,27,18,18,20,1
203390,204817,36,31,31,18,1
203470,264093,75,54,65,18,0
204126,134837,63,66,64,18,0
204341,90547,19,0,0,19,0
205305,16429,82,83,81,18,1
205548,191565,85,84,90,18,0
205961,164191,89,91,94,16,1
206363,102333,72,91,88,19,1
207393,120535,92,72,74,16,0
207441,80632,81,48,69,18,0
208835,100907,82,82,87,19,0
208904,215975,65,72,56,17,0
208942,230019,49,47,42,19,0
209314,283265,57,52,52,16,0
209645,201191,32,30,26,20,0
209652,213220,42,64,59,18,1
210147,133519,54,55,45,18,1
210812,254785,18,19,21,20,0
211063,121813,169,55,58,20,0
211304,250047,48,58,50,20,1
211561,204462,74,72,67,14,0
211639,283176,55,57,50,17,0
211756,89764,113,110,93,19,0
211756,279629,94,79,82,20,1
211772,15984,44,37,37,18,1
200829,248189,53,53,55,17,1
201549,1631,42,51,46,17,0
202024,238705,72,69,59,19,1
202096,207604,101,98,95,19,1
202544,11446,40,44,36,20,1
202544,137301,45,36,32,18,1
202565,72281,53,37,39,20,0
203018,21072,46,40,44,15,0
203081,85881,38,111,59,20,1
203188,205018,72,68,64,17,1
203431,92147,1,1,3,18,0
203731,157808,51,49,33,20,0
204324,128292,87,77,71,16,0
204768,258252,93,91,81,20,0
205190,238161,39,32,37,18,1
205326,100174,83,76,73,17,1
205768,180875,82,79,71,18,0
205926,148499,271,0,0,17,0
206209,85659,123,86,67,18,0
206297,39332,61,51,73,18,0
207207,117826,357,243,253,20,0
207520,50877,33,51,35,20,0
207832,24822,87,82,78,19,1
208298,35752,55,94,84,17,1
208902,50116,13,17,19,19,0
209387,189722,57,28,46,14,0
209628,158607,102,100,96,19,1
210132,112961,44,0,0,21,1
210219,174880,57,58,56,16,1
210670,259768,79,88,80,19,1
211684,192375,88,94,82,18,0
211740,168,56,56,75,17,0
211802,152518,88,80,78,14,0
200763,8691,80,86,77,18,0
201298,38181,96,113,99,17,1
201514,74636,68,72,72,16,1
201514,276477,33,56,40,18,0
201790,119027,48,68,76,16,1
202324,188545,86,88,61,18,1
202667,99448,90,89,0,14,0
202877,97306,58,59,46,16,1
203040,64394,25,20,20,20,1
203275,190099,56,58,44,11,1
203347,121001,56,84,78,20,1
203566,291552,45,42,39,20,0
203934,17112,76,57,54,18,1
204426,164354,21,29,29,17,1
205464,245412,85,71,0,19,0
205847,217398,82,108,68,16,0
205965,276615,42,53,43,17,0
206374,80916,29,32,34,18,0
206496,125926,56,55,54,16,1
206912,137645,3,6,23,19,0
207010,180860,126,107,89,17,0
207163,265129,87,97,86,16,0
207681,275270,48,38,37,16,1
207703,74098,46,46,54,16,0
207864,198927,2,8,5,16,0
208163,133906,65,63,67,16,1
208556,134510,56,45,51,20,1
209440,26154,71,71,73,17,1
210456,100598,0,31,23,20,1
210456,175192,3,0,0,19,0
210480,134798,55,68,73,17,1
210699,21564,60,58,60,17,0
211223,60428,61,63,70,14,1
211406,182466,27,22,27,17,0
212011,234857,59,41,39,20,1
212063,44484,83,46,57,18,0
201279,177483,91,59,59,20,1
202175,10259,60,52,71,20,0
202213,10019,43,41,43,17,0
202840,120563,23,22,21,12,0
203160,274071,79,62,52,18,0
203347,139720,73,0,0,13,1
203742,218586,57,67,61,20,0
203768,183743,41,42,50,19,1
204126,2924,52,44,44,18,0
205039,168400,94,100,101,20,0
205082,211307,0,0,0,20,0
205954,262288,142,0,0,19,1
206964,167173,60,113,93,17,0
207077,246593,69,66,65,11,0
207343,61975,91,92,89,17,0
208058,179499,50,37,38,17,0
208202,268917,57,64,67,12,1
208230,90178,68,0,0,16,0
208516,227697,93,75,77,20,0
208784,92064,30,31,32,20,1
208786,12162,75,59,42,16,1
209335,103791,0,0,0,16,0
209383,64300,53,31,32,19,0
210162,185972,30,33,27,19,1
210480,269247,90,95,89,20,1
210621,22870,53,63,75,17,0
211206,185072,92,78,83,18,1
211285,243829,76,69,72,20,1
211358,219934,90,87,87,16,0
211386,175113,93,54,74,19,0
211802,252312,84,82,84,18,1
200701,101871,63,54,50,18,1
201157,10745,73,72,70,18,0
201254,126271,42,71,70,17,0
201503,216781,11,45,47,20,0
201534,76729,59,61,69,14,1
201549,23145,52,51,53,17,1
201608,281750,50,44,43,19,1
201907,160293,49,83,74,20,0
202855,165847,41,35,37,19,1
202914,17790,89,86,89,15,0
203224,91097,61,59,24,19,0
203262,85681,85,81,81,15,1
203403,212592,49,55,9,17,1
204053,237718,51,56,50,17,1
204281,209370,49,37,38,18,1
204557,238215,26,54,39,19,0
204706,197465,50,46,49,13,1
204875,176052,46,6,35,21,0
204921,286991,50,33,42,20,1
205058,208101,66,102,96,19,0
205440,253858,45,55,60,20,0
206466,107761,7,58,55,20,0
207337,177409,69,81,71,14,0
207486,75408,45,54,41,19,0
207510,289723,40,34,29,18,0
208199,170482,75,135,86,20,1
208500,260701,78,75,73,16,0
208717,7908,107,104,91,20,1
209628,256403,58,102,93,19,0
209649,285212,88,78,85,16,0
210147,169586,33,36,38,17,0
211368,158186,70,69,68,20,1
211386,12647,106,89,77,18,1
211802,21593,79,60,61,11,1
200229,122251,72,69,75,20,1
201102,237181,71,91,79,17,1
201855,175059,70,67,61,16,1
201933,292605,80,69,64,19,1
202063,255048,91,107,92,18,1
202382,26085,59,58,66,13,0
202545,176515,52,52,50,17,0
203018,226836,64,58,60,12,1
203192,129207,23,21,24,17,1
203497,123815,81,81,76,16,1
203588,219225,74,66,44,19,0
203628,39966,21,21,40,18,1
203658,255048,68,81,85,18,1
203848,132689,42,65,65,18,1
204233,41733,94,86,81,13,0
204905,43836,52,0,0,18,0
206057,247666,116,0,0,19,1
206324,230508,74,60,69,20,1
206390,289282,91,77,74,18,1
206635,149502,84,95,93,20,1
206682,133178,141,92,93,16,1
206917,132076,82,85,77,17,1
206978,40240,16,23,94,20,0
207860,155026,68,59,60,20,0
208427,85777,40,31,25,18,0
208520,15598,58,67,45,17,0
208835,136858,91,97,86,19,1
209173,124221,65,73,75,17,0
209243,238943,70,86,80,17,0
209678,156989,63,71,0,17,1
210661,145844,68,51,27,18,0
211221,286979,0,0,0,21,0
211291,200293,59,45,40,14,0
212132,239570,31,37,43,17,0
212168,38303,0,75,84,18,0
200055,59101,76,35,26,19,0
200349,256675,78,76,73,17,0
200820,43783,65,68,68,19,1
201008,236268,46,46,37,20,0
201183,144251,64,54,53,16,1
201314,250321,111,99,45,20,1
201866,178448,65,78,88,20,1
202348,266391,30,53,53,20,1
203178,263840,0,58,27,18,0
203613,293717,30,25,37,20,1
203689,123220,75,80,80,16,1
204489,211824,79,72,54,17,0
205001,71654,60,58,59,11,0
205299,1048,93,64,70,20,1
205876,197270,70,69,0,16,1
205926,253373,76,76,75,18,1
207180,109544,70,0,0,12,1
207180,129684,54,44,41,10,0
207215,50972,57,67,57,19,1
207956,24909,12,2,64,18,0
208028,136274,74,0,0,17,1
208460,211273,91,94,73,18,1
208867,136659,72,61,63,18,1
209323,118737,46,44,43,14,0
209499,280807,109,110,100,18,0
209930,41700,87,83,73,18,1
210922,8853,85,64,74,20,0
211153,248766,64,60,68,17,1
211387,255065,79,76,84,16,0
211511,236044,66,61,0,18,0
211827,106604,114,72,76,17,0
212132,66550,41,35,48,18,1
202285,225414,70,69,69,19,1
202382,235721,63,58,64,15,1
202727,142865,63,79,79,16,0
202815,73625,49,78,92,18,0
202877,293855,82,53,48,20,0
203630,94705,89,68,69,12,1
204002,272030,109,100,77,19,1
204060,126615,81,72,72,11,1
204497,235934,97,87,86,18,1
205657,67605,66,57,58,17,1
207985,70188,30,33,39,15,0
208117,223165,86,65,65,20,0
209063,242749,22,7,5,20,0
209248,212318,32,43,43,20,1
209838,157026,21,36,31,20,1
210925,85021,57,57,56,19,0
211314,149859,69,61,64,17,1
211557,225472,69,61,59,18,0
211561,204488,75,74,69,21,1
211862,33931,222,30,35,15,0
211901,181408,78,69,67,18,0
200065,196286,54,70,56,18,0
200664,179509,47,37,27,17,0
200763,252819,104,84,84,20,1
200795,231177,94,95,73,19,0
200820,277090,29,59,63,20,0
201008,274660,43,41,0,21,0
201121,250281,87,99,72,20,0
201183,232937,66,0,0,18,0
201535,228114,70,86,70,18,1
201649,21365,51,43,34,19,0
203513,33778,111,108,93,19,0
204268,114634,78,74,73,14,1
204385,127841,65,66,50,19,1
204756,96679,84,86,81,19,1
204905,89796,40,80,72,18,1
205001,112947,56,0,0,18,0
205237,131863,34,41,62,16,1
205243,244630,36,45,24,16,1
205847,203088,86,70,75,18,1
